rate,scheduler,total_tokens_per_s_speedup,output_tokens_per_s_speedup,avg_run_time_speedup,makespan_speedup,drain_speedup,avg_wait_speedup,avg_service_speedup,avg_completion_speedup
0.03,fcfs,1.079687707073332,1.1083714427126032,4.257197375041507,1.080743243195424,121.37515735106417,54.90504047182747,4.84342369481456,9.71995246980268
0.03,sjf,1.0320225466155575,1.0467128284416627,4.301101555099952,1.0196073120039857,32.11092088220207,205.70582928509742,7.19158146964992,8.572052713355623
0.03,rhsail,1.0532929452264026,1.0074891728653028,4.572524777068455,1.0611252690981705,20.882731556230468,751.2183246711696,6.196216895166493,13.13359794632705
0.12,fcfs,3.886719462502331,3.766736625030082,4.434313941431545,3.873464588488291,135.39341530731684,85.37989111229862,4.294271607033967,53.2306560464038
0.12,sjf,3.8111232813761564,3.8014567370921273,4.35395630296524,3.780415617311054,109.86504721882976,221.1852563581746,4.250521959169131,43.13869813058819
0.12,rhsail,3.786024240450194,3.6411356159208403,4.5253390129216475,3.8526594470352897,78.99729182271041,194.03799316150526,3.325187992362971,44.97211809523948
