scheduler,avg_active_wall_time_s,avg_dormant_time_s,avg_dormant_fraction,avg_max_inter_op_gap_s,p95_max_inter_op_gap_s,avg_service_stretch,p95_service_stretch
fcfs,29.951988391238263,4.591581502195248,0.17396218376956732,3.016696998866807,13.764250683039409,1.3041609468388595,2.240448041054309
sjf,29.638384662663366,67.2990414746884,0.22077570440250677,60.47003514152419,81.71433500864067,2.581201991801463,4.012322851484624
sailp,33.475386325578604,3140.6344125144324,0.8394555323593252,2532.789800935225,7644.018006576644,126.50049360401201,477.23930774982136
rhsail,32.116937062117,37.0477495368916,0.49107971884696483,25.025651728874074,66.82839288339018,2.5365182711759098,5.584740314826741
darc,30.811115398951806,94.40540321869443,0.5190896031289507,69.0958748806727,158.63746898430398,4.042672494069701,12.333907740794292
