scheduler,internal_device,physical_gpu,start_time_s,end_time_s,duration_s
sailp,0,3,6455.488429066725,6464.429801355116,8.941372288390994
sailp,0,3,6464.9035156928,6471.715120630339,6.811604937538505
sailp,0,3,6472.330771200359,6476.512020803057,4.18124960269779
sailp,0,3,6477.115845216438,6481.343331757002,4.227486540563405
sailp,0,3,6482.0980962738395,6485.840460438281,3.742364164441824
sailp,0,3,6486.647370603867,6488.651905713603,2.0045351097360253
sailp,0,3,6489.458323366009,6490.250579211861,0.7922558458521962
sailp,0,3,6490.935014060698,6497.25241439417,6.317400333471596
sailp,0,3,6497.791059921496,6505.525131194852,7.734071273356676
sailp,0,3,6506.304583975114,6507.826518318616,1.5219343435019255
sailp,0,3,6508.285292584449,6509.675100882538,1.3898082980886102
sailp,0,3,6510.216893384233,6518.450429660268,8.23353627603501
sailp,0,3,6519.042922081426,6521.626468858682,2.583546777255833
sailp,0,3,6522.073955682106,6524.554059389047,2.4801037069410086
sailp,0,3,6525.029319798574,6526.267192534171,1.2378727355971932
sailp,0,3,6527.0181732987985,6534.297513472848,7.279340174049139
sailp,0,3,6535.041163731366,6536.172539497726,1.1313757663592696
sailp,0,3,6536.9762251144275,6539.5071527175605,2.530927603133023
sailp,0,3,6539.955903842114,6542.23104970064,2.27514585852623
sailp,0,3,6542.946319652721,6544.072295718826,1.1259760661050677
sailp,0,3,6544.521262747236,6549.139779010788,4.61851626355201
sailp,0,3,6549.770577796735,6556.15876594279,6.388188146054745
sailp,0,3,6556.688805002719,6560.044122029096,3.3553170263767242
sailp,0,3,6560.756122021005,6562.931253190152,2.1751311691477895
sailp,0,3,6563.501335042529,6570.871551723219,7.370216680690646
sailp,0,3,6571.342631481588,6576.078924855217,4.736293373629451
sailp,0,3,6576.709977786988,6609.089085698128,32.37910791113973
sailp,0,3,6609.667023490183,6614.12985616643,4.462832676246762
sailp,0,3,6614.513933956623,6617.628601618111,3.114667661488056
sailp,0,3,6618.077150107361,6618.582137199119,0.5049870917573571
sailp,0,3,6619.030825434253,6625.003128427081,5.97230299282819
sailp,0,3,6625.4445754196495,6628.436305868439,2.9917304487898946
sailp,0,3,6628.805778905749,6633.177833201364,4.372054295614362
sailp,0,3,6633.792942150496,6639.4206603150815,5.627718164585531
sailp,0,3,6640.27475122083,6645.8517364785075,5.576985257677734
sailp,0,3,6646.668481021188,6648.127564603463,1.4590835822746158
sailp,0,3,6648.597702531144,6651.319902786054,2.722200254909694
sailp,0,3,6651.905751512386,6652.303789791651,0.39803827926516533
sailp,0,3,6652.820178356022,6653.033042955212,0.21286459919065237
sailp,0,3,6653.788854585029,6663.459922551177,9.671067966148257
sailp,0,3,6663.915444404818,6667.771561865695,3.8561174608767033
sailp,0,3,6668.561656193808,6670.714666208252,2.1530100144445896
sailp,0,3,6671.444562250748,6676.744199124165,5.299636873416603
sailp,0,3,6677.486270041205,6678.025736358017,0.5394663168117404
sailp,0,3,6678.47366420459,6679.094708551653,0.621044347062707
sailp,0,3,6679.899809909053,6680.389593170024,0.48978326097130775
sailp,0,3,6680.878337091766,6713.140486567281,32.26214947551489
sailp,0,3,6713.489470215514,6745.765266556293,32.27579634077847
sailp,0,3,6746.321234068833,6749.4118496077135,3.090615538880229
sailp,0,3,6750.248635002412,6757.711997333914,7.46336233150214
sailp,0,3,6758.562322905287,6762.165065624751,3.602742719464004
sailp,0,3,6762.61441682931,6763.720620332286,1.1062035029754043
sailp,0,3,6764.482308377512,6767.424161674455,2.941853296943009
sailp,0,3,6767.898677724414,6774.542332151905,6.6436544274911284
sailp,0,3,6775.1754988357425,6776.897613970563,1.722115134820342
sailp,0,3,6777.642849052325,6780.438300134614,2.795451082289219
sailp,0,3,6781.059813726693,6789.342143209651,8.28232948295772
sailp,0,3,6789.976865735836,6791.627558176406,1.6506924405694008
sailp,0,3,6792.391617379151,6793.948253808543,1.5566364293918014
sailp,0,3,6794.398088612594,6802.394852917641,7.996764305047691
sailp,0,3,6802.943202066235,6805.155805198476,2.2126031322404742
sailp,0,3,6805.86571709346,6810.7306722495705,4.864955156110227
sailp,0,3,6811.220462682657,6811.4356852201745,0.2152225375175476
sailp,0,3,6812.1578208412975,6820.882983694784,8.725162853486836
sailp,0,3,6821.517242547125,6821.930313901044,0.4130713539198041
sailp,0,3,6822.436472894624,6825.683368369006,3.246895474381745
sailp,0,3,6826.132583317347,6831.051332902163,4.918749584816396
sailp,0,3,6831.542366380803,6832.21740528103,0.6750389002263546
