timestamp,gpu_index,memory_total_mb,memory_used_mb,utilization_gpu_pct,power_w,rate_label,scheduler,elapsed_minutes
1783988818.90496,3,40960,31367,0,89.25,0.12,rhsail,124.83174933195114
1783988818.90496,4,40960,31367,90,274.98,0.12,rhsail,124.83174933195114
1783988818.90496,5,40960,32189,85,279.16,0.12,rhsail,124.83174933195114
1783988818.90496,6,40960,32185,94,286.29,0.12,rhsail,124.83174933195114
1783988818.90496,7,40960,32581,0,450.11,0.12,rhsail,124.83174933195114
1783988824.033222,3,40960,31367,83,243.62,0.12,rhsail,124.91722036600113
1783988824.033222,4,40960,31367,86,269.89,0.12,rhsail,124.91722036600113
1783988824.033222,5,40960,32189,85,282.14,0.12,rhsail,124.91722036600113
1783988824.033222,6,40960,32185,93,287.17,0.12,rhsail,124.91722036600113
1783988824.033222,7,40960,32581,87,280.67,0.12,rhsail,124.91722036600113
1783988829.161855,3,40960,31367,84,248.97,0.12,rhsail,125.0026975830396
1783988829.161855,4,40960,31367,88,272.89,0.12,rhsail,125.0026975830396
1783988829.161855,5,40960,32189,87,282.74,0.12,rhsail,125.0026975830396
1783988829.161855,6,40960,32185,94,280.09,0.12,rhsail,125.0026975830396
1783988829.161855,7,40960,32581,87,286.61,0.12,rhsail,125.0026975830396
1783988834.2926104,3,40960,31367,13,88.69,0.12,rhsail,125.08821017344793
1783988834.2926104,4,40960,31367,87,276.43,0.12,rhsail,125.08821017344793
1783988834.2926104,5,40960,32189,61,259.3,0.12,rhsail,125.08821017344793
1783988834.2926104,6,40960,32185,94,292.19,0.12,rhsail,125.08821017344793
1783988834.2926104,7,40960,32581,87,288.06,0.12,rhsail,125.08821017344793
1783988839.4822476,3,40960,31367,35,89.25,0.12,rhsail,125.17470412651697
1783988839.4822476,4,40960,31367,86,269.29,0.12,rhsail,125.17470412651697
1783988839.4822476,5,40960,32189,86,285.96,0.12,rhsail,125.17470412651697
1783988839.4822476,6,40960,32185,84,255.9,0.12,rhsail,125.17470412651697
1783988839.4822476,7,40960,32581,87,287.17,0.12,rhsail,125.17470412651697
1783988844.6118457,3,40960,31367,84,242.19,0.12,rhsail,125.26019742886226
1783988844.6118457,4,40960,31367,46,261.88,0.12,rhsail,125.26019742886226
1783988844.6118457,5,40960,32189,86,290.14,0.12,rhsail,125.26019742886226
1783988844.6118457,6,40960,32185,83,253.87,0.12,rhsail,125.26019742886226
1783988844.6118457,7,40960,32581,88,287.15,0.12,rhsail,125.26019742886226
1783988849.7438588,3,40960,31367,83,239.74,0.12,rhsail,125.34573098023732
1783988849.7438588,4,40960,31367,85,272.55,0.12,rhsail,125.34573098023732
1783988849.7438588,5,40960,32189,87,290.71,0.12,rhsail,125.34573098023732
1783988849.7438588,6,40960,32185,84,94.82,0.12,rhsail,125.34573098023732
1783988849.7438588,7,40960,32581,88,287.45,0.12,rhsail,125.34573098023732
1783988854.87684,3,40960,31367,83,243.95,0.12,rhsail,125.43128066857656
1783988854.87684,4,40960,31367,84,264.86,0.12,rhsail,125.43128066857656
1783988854.87684,5,40960,32189,36,271.17,0.12,rhsail,125.43128066857656
1783988854.87684,6,40960,32185,83,259.75,0.12,rhsail,125.43128066857656
1783988854.87684,7,40960,32581,87,281.27,0.12,rhsail,125.43128066857656
1783988860.0124187,3,40960,31367,90,107.57,0.12,rhsail,125.51687364578247
1783988860.0124187,4,40960,31367,84,268.67,0.12,rhsail,125.51687364578247
1783988860.0124187,5,40960,32189,85,281.82,0.12,rhsail,125.51687364578247
1783988860.0124187,6,40960,32185,26,96.3,0.12,rhsail,125.51687364578247
1783988860.0124187,7,40960,32581,0,409.79,0.12,rhsail,125.51687364578247
1783988865.1379046,3,40960,31367,82,239.22,0.12,rhsail,125.60229841073354
1783988865.1379046,4,40960,31367,85,269.62,0.12,rhsail,125.60229841073354
1783988865.1379046,5,40960,32189,85,276.19,0.12,rhsail,125.60229841073354
1783988865.1379046,6,40960,32185,83,255.35,0.12,rhsail,125.60229841073354
1783988865.1379046,7,40960,32581,88,288.36,0.12,rhsail,125.60229841073354
1783988870.26597,3,40960,31367,83,237.98,0.12,rhsail,125.68776616652806
1783988870.26597,4,40960,31367,0,100.64,0.12,rhsail,125.68776616652806
1783988870.26597,5,40960,32189,86,277.68,0.12,rhsail,125.68776616652806
1783988870.26597,6,40960,32185,84,250.9,0.12,rhsail,125.68776616652806
1783988870.26597,7,40960,32581,100,288.33,0.12,rhsail,125.68776616652806
1783988875.3973129,3,40960,31367,83,240.71,0.12,rhsail,125.7732885479927
1783988875.3973129,4,40960,31367,83,263.98,0.12,rhsail,125.7732885479927
1783988875.3973129,5,40960,32189,86,280.93,0.12,rhsail,125.7732885479927
1783988875.3973129,6,40960,32185,83,254.15,0.12,rhsail,125.7732885479927
1783988875.3973129,7,40960,32581,89,290.4,0.12,rhsail,125.7732885479927
1783988880.5317547,3,40960,31367,0,88.09,0.12,rhsail,125.85886257886887
1783988880.5317547,4,40960,31367,85,269.62,0.12,rhsail,125.85886257886887
1783988880.5317547,5,40960,32189,86,276.47,0.12,rhsail,125.85886257886887
1783988880.5317547,6,40960,32185,84,247.6,0.12,rhsail,125.85886257886887
1783988880.5317547,7,40960,32581,86,286.88,0.12,rhsail,125.85886257886887
1783988885.662563,3,40960,31367,83,243.6,0.12,rhsail,125.94437605142593
1783988885.662563,4,40960,31367,85,269.01,0.12,rhsail,125.94437605142593
1783988885.662563,5,40960,32189,33,109.56,0.12,rhsail,125.94437605142593
1783988885.662563,6,40960,32185,84,254.13,0.12,rhsail,125.94437605142593
1783988885.662563,7,40960,32581,39,285.08,0.12,rhsail,125.94437605142593
1783988890.7920573,3,40960,31367,83,239.82,0.12,rhsail,126.02986762126287
1783988890.7920573,4,40960,31367,86,273.16,0.12,rhsail,126.02986762126287
1783988890.7920573,5,40960,32189,85,274.69,0.12,rhsail,126.02986762126287
1783988890.7920573,6,40960,32185,84,252.65,0.12,rhsail,126.02986762126287
1783988890.7920573,7,40960,32581,84,280.07,0.12,rhsail,126.02986762126287
1783988895.9322665,3,40960,31367,83,241.59,0.12,rhsail,126.11553777456284
1783988895.9322665,4,40960,31367,86,274.65,0.12,rhsail,126.11553777456284
1783988895.9322665,5,40960,32189,85,276.19,0.12,rhsail,126.11553777456284
1783988895.9322665,6,40960,32185,83,247.68,0.12,rhsail,126.11553777456284
1783988895.9322665,7,40960,32581,87,278.91,0.12,rhsail,126.11553777456284
1783988901.064402,3,40960,31367,0,275.63,0.12,rhsail,126.2010733683904
1783988901.064402,4,40960,31367,38,101.15,0.12,rhsail,126.2010733683904
1783988901.064402,5,40960,32189,85,281.26,0.12,rhsail,126.2010733683904
1783988901.064402,6,40960,32185,83,252.32,0.12,rhsail,126.2010733683904
1783988901.064402,7,40960,32581,86,284.79,0.12,rhsail,126.2010733683904
1783988906.2022216,3,40960,31367,84,242.74,0.12,rhsail,126.28670369386673
1783988906.2022216,4,40960,31367,86,272.27,0.12,rhsail,126.28670369386673
1783988906.2022216,5,40960,32189,85,276.79,0.12,rhsail,126.28670369386673
1783988906.2022216,6,40960,32185,84,252.39,0.12,rhsail,126.28670369386673
1783988906.2022216,7,40960,32581,87,282.16,0.12,rhsail,126.28670369386673
1783988911.3430665,3,40960,31367,15,88.69,0.12,rhsail,126.3723844408989
1783988911.3430665,4,40960,31367,86,265.14,0.12,rhsail,126.3723844408989
1783988911.3430665,5,40960,32189,85,278.84,0.12,rhsail,126.3723844408989
1783988911.3430665,6,40960,32185,84,258.86,0.12,rhsail,126.3723844408989
1783988911.3430665,7,40960,32581,87,277.11,0.12,rhsail,126.3723844408989
1783988916.4679544,3,40960,31367,84,245.99,0.12,rhsail,126.45779923995336
1783988916.4679544,4,40960,31367,86,278.53,0.12,rhsail,126.45779923995336
1783988916.4679544,5,40960,32189,87,280.38,0.12,rhsail,126.45779923995336
1783988916.4679544,6,40960,32185,84,251.52,0.12,rhsail,126.45779923995336
1783988916.4679544,7,40960,32581,87,286.0,0.12,rhsail,126.45779923995336
1783988921.6026995,3,40960,31367,84,244.23,0.12,rhsail,126.5433783253034
1783988921.6026995,4,40960,31367,86,273.49,0.12,rhsail,126.5433783253034
1783988921.6026995,5,40960,32189,86,283.63,0.12,rhsail,126.5433783253034
1783988921.6026995,6,40960,32185,85,253.0,0.12,rhsail,126.5433783253034
1783988921.6026995,7,40960,32581,88,285.12,0.12,rhsail,126.5433783253034
1783988926.7347343,3,40960,31367,86,246.93,0.12,rhsail,126.62891223827998
1783988926.7347343,4,40960,31367,86,271.72,0.12,rhsail,126.62891223827998
1783988926.7347343,5,40960,32189,87,282.14,0.12,rhsail,126.62891223827998
1783988926.7347343,6,40960,32185,85,252.06,0.12,rhsail,126.62891223827998
1783988926.7347343,7,40960,32581,89,293.09,0.12,rhsail,126.62891223827998
1783988931.8716562,3,40960,31367,86,250.45,0.12,rhsail,126.71452760299047
1783988931.8716562,4,40960,31367,87,282.12,0.12,rhsail,126.71452760299047
1783988931.8716562,5,40960,32189,87,290.41,0.12,rhsail,126.71452760299047
1783988931.8716562,6,40960,32185,86,256.23,0.12,rhsail,126.71452760299047
1783988931.8716562,7,40960,32581,86,283.3,0.12,rhsail,126.71452760299047
1783988937.002923,3,40960,31367,86,245.99,0.12,rhsail,126.800048716863
1783988937.002923,4,40960,31367,87,277.03,0.12,rhsail,126.800048716863
1783988937.002923,5,40960,32189,86,285.12,0.12,rhsail,126.800048716863
1783988937.002923,6,40960,32185,86,257.11,0.12,rhsail,126.800048716863
1783988937.002923,7,40960,32581,87,284.79,0.12,rhsail,126.800048716863
1783988942.1365983,3,40960,31367,0,88.98,0.12,rhsail,126.88560997247696
1783988942.1365983,4,40960,31367,85,274.05,0.12,rhsail,126.88560997247696
1783988942.1365983,5,40960,32189,87,282.74,0.12,rhsail,126.88560997247696
1783988942.1365983,6,40960,32185,87,258.86,0.12,rhsail,126.88560997247696
1783988942.1365983,7,40960,32581,87,286.57,0.12,rhsail,126.88560997247696
1783988947.2612445,3,40960,31367,84,248.08,0.12,rhsail,126.97102074225744
1783988947.2612445,4,40960,31367,84,265.14,0.12,rhsail,126.97102074225744
1783988947.2612445,5,40960,32189,0,247.99,0.12,rhsail,126.97102074225744
1783988947.2612445,6,40960,32185,99,264.19,0.12,rhsail,126.97102074225744
1783988947.2612445,7,40960,32581,87,289.25,0.12,rhsail,126.97102074225744
1783988952.3975549,3,40960,31367,85,251.94,0.12,rhsail,127.05662591457367
1783988952.3975549,4,40960,31367,84,268.12,0.12,rhsail,127.05662591457367
1783988952.3975549,5,40960,32189,85,281.52,0.12,rhsail,127.05662591457367
1783988952.3975549,6,40960,32185,21,405.9,0.12,rhsail,127.05662591457367
1783988952.3975549,7,40960,32581,87,291.59,0.12,rhsail,127.05662591457367
1783988957.5499485,3,40960,31367,86,247.81,0.12,rhsail,127.14249914089838
1783988957.5499485,4,40960,31367,84,266.63,0.12,rhsail,127.14249914089838
1783988957.5499485,5,40960,32189,87,282.41,0.12,rhsail,127.14249914089838
1783988957.5499485,6,40960,32185,84,247.35,0.12,rhsail,127.14249914089838
1783988957.5499485,7,40960,32581,88,286.28,0.12,rhsail,127.14249914089838
1783988962.6804063,3,40960,31367,100,247.73,0.12,rhsail,127.22800677220026
1783988962.6804063,4,40960,31367,84,263.36,0.12,rhsail,127.22800677220026
1783988962.6804063,5,40960,32189,86,278.84,0.12,rhsail,127.22800677220026
1783988962.6804063,6,40960,32185,19,90.37,0.12,rhsail,127.22800677220026
1783988962.6804063,7,40960,32581,89,286.29,0.12,rhsail,127.22800677220026
1783988967.826156,3,40960,31367,88,252.21,0.12,rhsail,127.31376926501592
1783988967.826156,4,40960,31367,85,270.78,0.12,rhsail,127.31376926501592
