timestamp,gpu_index,memory_total_mb,memory_used_mb,utilization_gpu_pct,power_w,rate_label,scheduler,elapsed_minutes
1783957576.235864,3,40960,17,0,53.59,0.12,fcfs,0.003931065400441487
1783957576.235864,4,40960,17,0,54.7,0.12,fcfs,0.003931065400441487
1783957576.235864,5,40960,17,0,58.14,0.12,fcfs,0.003931065400441487
1783957576.235864,6,40960,17,0,53.7,0.12,fcfs,0.003931065400441487
1783957576.235864,7,40960,17,0,58.51,0.12,fcfs,0.003931065400441487
1783957581.3602493,3,40960,17,0,53.59,0.12,fcfs,0.08933748801549275
1783957581.3602493,4,40960,17,0,54.42,0.12,fcfs,0.08933748801549275
1783957581.3602493,5,40960,17,0,58.14,0.12,fcfs,0.08933748801549275
1783957581.3602493,6,40960,17,0,53.7,0.12,fcfs,0.08933748801549275
1783957581.3602493,7,40960,17,0,58.51,0.12,fcfs,0.08933748801549275
1783957586.4824376,3,40960,17,0,53.59,0.12,fcfs,0.174707293510437
1783957586.4824376,4,40960,17,0,54.42,0.12,fcfs,0.174707293510437
1783957586.4824376,5,40960,17,0,58.14,0.12,fcfs,0.174707293510437
1783957586.4824376,6,40960,17,0,53.7,0.12,fcfs,0.174707293510437
1783957586.4824376,7,40960,17,0,58.51,0.12,fcfs,0.174707293510437
1783957591.6144185,3,40960,15985,35,59.85,0.12,fcfs,0.2602403084437052
1783957591.6144185,4,40960,17,0,54.7,0.12,fcfs,0.2602403084437052
1783957591.6144185,5,40960,17,0,58.41,0.12,fcfs,0.2602403084437052
1783957591.6144185,6,40960,17,0,53.7,0.12,fcfs,0.2602403084437052
1783957591.6144185,7,40960,17,0,58.51,0.12,fcfs,0.2602403084437052
1783957596.745228,3,40960,30915,0,75.24,0.12,fcfs,0.34575380086898805
1783957596.745228,4,40960,17,0,54.42,0.12,fcfs,0.34575380086898805
1783957596.745228,5,40960,17,0,58.14,0.12,fcfs,0.34575380086898805
1783957596.745228,6,40960,17,0,53.65,0.12,fcfs,0.34575380086898805
1783957596.745228,7,40960,17,0,58.51,0.12,fcfs,0.34575380086898805
1783957601.8777308,3,40960,30919,84,223.32,0.12,fcfs,0.4312955141067505
1783957601.8777308,4,40960,17,0,54.36,0.12,fcfs,0.4312955141067505
1783957601.8777308,5,40960,17,0,58.08,0.12,fcfs,0.4312955141067505
1783957601.8777308,6,40960,17,0,53.65,0.12,fcfs,0.4312955141067505
1783957601.8777308,7,40960,17,0,58.45,0.12,fcfs,0.4312955141067505
1783957607.0068157,3,40960,30919,85,227.09,0.12,fcfs,0.5167802611986796
1783957607.0068157,4,40960,517,0,60.31,0.12,fcfs,0.5167802611986796
1783957607.0068157,5,40960,17,0,58.08,0.12,fcfs,0.5167802611986796
1783957607.0068157,6,40960,17,0,53.65,0.12,fcfs,0.5167802611986796
1783957607.0068157,7,40960,17,0,58.51,0.12,fcfs,0.5167802611986796
1783957612.1332507,3,40960,30919,86,238.19,0.12,fcfs,0.6022208452224731
1783957612.1332507,4,40960,17025,100,367.87,0.12,fcfs,0.6022208452224731
1783957612.1332507,5,40960,15985,32,63.67,0.12,fcfs,0.6022208452224731
1783957612.1332507,6,40960,17,0,53.32,0.12,fcfs,0.6022208452224731
1783957612.1332507,7,40960,17,0,58.39,0.12,fcfs,0.6022208452224731
1783957617.314248,3,40960,30919,15,78.56,0.12,fcfs,0.6885708014170329
1783957617.314248,4,40960,30919,83,237.8,0.12,fcfs,0.6885708014170329
1783957617.314248,5,40960,30915,0,82.18,0.12,fcfs,0.6885708014170329
1783957617.314248,6,40960,17,0,53.65,0.12,fcfs,0.6885708014170329
1783957617.314248,7,40960,17,0,58.45,0.12,fcfs,0.6885708014170329
